,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Investigator or Source,href formula,Case Number.2
94,02-Sep-2017,2017,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Swimming,F,0,Lacerations to foot,N,0,0,"Brownsville Herald, 9/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf,2017.09.02.b
95,02-Sep-2017,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Minor injury to right hand,N,10h44,0,"Click Orlando, 9/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf,2017.09.02.a
96,29-Aug-2017,2017,Unprovoked,AUSTRALIA,Victoria,Cathedral Rock,Surfing,M,37,"No injury, board bitten",N,10h30,"White shark, 3 m","B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf,2017.08.29
97,27-Aug-2017,2017,Unprovoked,USA,Florida,Bathtub Beach ,Wading,F,3,Leg injured,N,13h19,0,"Sun Sentinel, 8/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf,2017.08.27
98,26-Aug-2017,2017,Invalid,SPAIN,Castellón,Grao de Moncofa,Swimming,F,11,Lacerations to left foot,0,Midday,Shark involvement questionable,"El Periodico Mediterraneo, 8/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf,2017.08.26.b
99,26-Aug-2017,2017,Unprovoked,NEW ZEALAND,North Island,Off Tutukaka,Canoeing,M,0,"No injury, shark bit canoe",N,0,0,"C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf,2017.08.26.a
100,23-Aug-2017,2017,Unprovoked,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,M,69,Not injured by shark but board bitten,N,10h00,"White shark, 5' to 7'","Cape Cod Times, 8/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf,2017.08.23
101,18-Aug-2017,2017,Unprovoked,BAHAMAS,0,0,Spearfishing,M,0,Hand injured,N,15h00,5' shark,"CBS12, 8/18/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf,2017.08.18
102,10-Aug-2017,2017,Unprovoked,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,13,Minor cuts to sole & toes of left foot,N,13h30,Possibly a juvenile blacktip shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf,2017.08.10
103,05-Aug-2017,2017,Unprovoked,EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,20,Bite to right leg/hip,N,0,"Oceanic whitetip shark, 1.8 to 2 m","Egyptian government, 8/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf,2017.08.05
104,03-Aug-2017,2017,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,34,Foot bitten by landed shark PROVOKED INCIDENT,N,23h30,4' shark,"MassLive, 8/4/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf,2017.08.03
105,01-Aug-2017,2017,Boat,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,M,0,"No injury, bow of kayak bitten",N,10h45,"White shark, 10'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf,2017.08.01
106,31-Jul-2017,2017,Unprovoked,USA,Florida,"Jacksonvlle, Duval County",Skimboarding,M,15,Lacerations to lower leg,N,18h30,0,"K. McMurray, Tracking Sharks",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.31.pdf,2017.07.31
107,29-Jul-2017,2017,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,10,Abrasions and cuts to sole of foot,0,15h00,A small shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.c-Simatacolos.pdf,2017.07.29.c
108,29-Jul-2017,2017,Unprovoked,USA,South Carolina,"DeBordieu Colony, Georgetown County",0,F,12,Bite to left thigh / minor injury,N,Afternoon,0,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.a-Georgetown.pdf,2017.07.29.a
109,27-Jul-2017,2017,Unprovoked,BAHAMAS,New Providence District,Rose Island,Snorkeling,F,0,Foot & ankle injured,N,0,0,"R. Rolle, Tribune 242,  7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.27-Bahamas.pdf,2017.07.27
110,Reported 26-Jul-2017,2017,Unprovoked,BAHAMAS,40 miles off Grand Bahama Island,0,Spearfishing,M,0,Severe lacerations to left hand,N,0,0,"RevistaJaraysedal.es, 7/26/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.26.R-Massey.pdf,2017.07.26.R
111,24-Jul-2017,2017,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,M,37,Torso bitten,N,17h00,0,"Telegraph UK, 7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.24-Matsu.pdf,2017.07.24
112,23-Jul-2017,2017,Unprovoked,USA,New Jersey,Ventnor,0,F,0,Minor injury to hand,N,0,Sandtiger shark  2',A. Smith,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.b-Smith.pdf,2017.07.23.b
113,23-Jul-2017,2017,Unprovoked,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,0,Abrasion to arm from shark's rough skin,N,Afternoon,Blue shark 6',"Daily Record, 7/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.a-Majorca.pdf,2017.07.23.a
114,22-Jul-2017,2017,Unprovoked,USA,Florida,"Snipes Point, Monroe County",0,F,40,Foot bitten,N,12h30,"""A small shark""","NBC Miami, 7/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.22-Keys.pdf,2017.07.22
115,20-Jul-2017,2017,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,8,Foot injured,0,0,Shark involvement not confirmed,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.c-Rogier.pdf,2017.07.20.c
116,20-Jul-2017,2017,Boat,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,M,40,"No injury, kayak bitten",N,11h20,"White shark, 11' to 13'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.b-Jackson.pdf,2017.07.20.b
117,20-Jul-2017,2017,Unprovoked,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,50,"No injury, shark bit paddleboard",N,07h45,"White shark, 8' to 10'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.a-Geyling.pdf,2017.07.20.a
118,14-Jul-2017,2017,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,0,Pulled off board by shark but no injury,N,18h30,"White shark, 9'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.b-Washington.pdf,2017.07.14.b
119,14-Jul-2017,2017,Unprovoked,AUSTRALIA,Western Australia,Floreat Beach,Surfing,M,0,"Minor injury, grazed by shark",N,11h45,0,0,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.a-Floreat.pdf,2017.07.14.a
120,11-Jul-2017,2017,Boat,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,0,"No injury, kayak bitten",N,11h00,White shark,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf,2017.07.11
121,09-Jul-2017,2017,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,46,Lower legs bitten,N,15h30,"Bull shark, 4' to 5'","Miami-Beach Patch, 7/9/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.09-Lanza.pdf,2017.07.09
122,Reported 07-Jul-2017,2017,Provoked,MEXICO,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,32,Hand bitten by hooked shark PROVOKED INCIDENT,N,0,"Tiger shark, 100 kg","Tabasco Hoy, 7/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf,2017.07.07.R
123,07-Jul-2017,2017,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,13,"No injury, shark bit surfboard",N,15h00,"White shark, 2.5 m","Dispatch Live, 7/7/2027",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf,2017.07.07
124,02-Jul-2017,2017,Invalid,COMOROS,Anjouan,Moya,Fishing,0,0,"Skull found in shark, a probable drowning & scavenging",0,0,Shark involvement prior to death not confirmed,"Linfo, 7/3/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.02-Comoros.pdf,2017.07.02
125,29-Jun-2017,2017,Invalid,USA,South Carolina,Wrightsville Beach,Fishing,M,0,"Arm injured by hook, not by a shark",0,19h30,No shark invovlement ,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.29-Wrightsville.pdf,2017.06.29
126,21-Jun-2017,2017,Unprovoked,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,16,Left foot bitten,N,0,0,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf,2017.06.21
127,19-Jun-2017,2017,Unprovoked,USA,Florida,"Singer Island, Palm Beach County",Surfing,M,0,1 to 2-inch laceration behind knee,N,Morning,0,"CBS12, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf,2017.06.19
128,18-Jun-2017,2017,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,14,Leg bitten,N,0,"Bull shark, 4' to 5'","C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf,2017.06.18.b
129,18-Jun-2017,2017,Unprovoked,REUNION,0,Roches Noire,Body boarding,M,34,"No injury, shark bit surfboard ",N,10h00,"Bull shark, 2m","Clincanoo, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf,2017.06.18.a
130,17-Jun-2017,2017,Unprovoked,SPAIN,Ibiza Island,Playa d’en Bossa,Swimming,M,82,2-inch laceration to hand,N,12h00,0,"Diario de Ibiza, 6/17/'2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf,2017.06.17
131,2017.06.05,2017,Unprovoked,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,0,Injuries to hand and wrist,N,0,0,"Tahiti Infos, 6/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf,2017.06.05
132,Reported 14-Jun-2017,2017,Unprovoked,BAHAMAS,0,0,Feeding sharks,F,0,Fingernail pulled off ,N,0,0,"AOL.UK, 6/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf,2017.06.14.R
133,11-Jun-2017,2017,Unprovoked,AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Body boarding,M,48,"No injury, board bitten",N,08h30,"White shark, 4 m","WA Today, 6/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf,2017.06.11
134,10-Jun-2017,2017,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,F,0,"No injury, knocked off board",N,15h45,Seven-gill shark,Victoria Shark Reports,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf,2017.06.10.b
135,10-Jun-2017,2017,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,19,Laceration to left foot,N,10h00,0,"Daytona Beach News-Journal, 6/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf,2017.06.10.a
136,Reported 07-Jun-2017,2017,Unprovoked,UNITED KINGDOM,South Devon,Bantham Beach,Surfing ,M,30,"Bruise to leg, cuts to hand sustained when he hit the shark",N,0,"3m shark, probably a smooth hound","C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf,2017.06.07.R
137,04-Jun-2017,2017,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,0,Laceration to shin,N,0,8' shark,"Nine News, 6/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf,2017.06.04
138,02-Jun-2017,2017,Unprovoked,BAHAMAS,New Providence ,Athol Island,Snorkeling,F,32,Right forearm severed ,N,Shortly before 12h00,Tiger shark,"Tribune 242, 6/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf ,2017.06.02
139,30-May-2017,2017,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching a shark,F,20,Right hand bitten by hooked shark PROVOKED INCIDENT,N,0,3' shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf,2017.05.30
140,28-May-2017,2017,Unprovoked,USA,Florida,Off Jupiter,Feeding sharks,M,0,Lacerations to right arm,N,Morning,Tiger shark,"M. Michaelson, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf,2017.05.28
141,27-May-2017,2017,Invalid,AUSTRALIA,New South Wales,Evans Head,Fishing ,M,73,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,0,0,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf,2017.05.27
142,12-May-2017,2017,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,M,41,Right leg severely bitten,N,Morning,0,"Gulf News, 5/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf,2017.05.12
143,Reported 06-May-2017,2017,Provoked,AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,M,29,Thigh nipped PROVOKED INCIDENT,N,0,9' shark,"The Sun, 5/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf,2017.05.06.R
144,05-May-2017,2017,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,FATAL,Y,17h00,0,J. Rozada,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf,2017.05.06
145,03-May-2017,2017,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,18,"Laceration to thigh, likely caused by surfboard fin",0,14h30,Shark involvement highly doubtful,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf,2017.05.03
146,29-Apr-2017,2017,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,0,Major injury to posterior thigh,N,17h34,0,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf,2017.04.29.d
147,29-Apr-2017,2017,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,14,Minor injury to right calf,N,17h10,0,"J. de Villiars, News24, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf,2017.04.29.c
148,29-Apr-2017,2017,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,Left foot bitten,N,11h00,0,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf,2017.04.29.b
149,29-Apr-2017,2017,Unprovoked,REUNION,Saint-Leu,Pointe au Sal,Body boarding,M,28,FATAL,Y,11h15,0,"Clicanoo, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf,2017.04.29.a
150,27-Apr-2017,2017,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Body boarding,F,20s,Puncture wounds & laceration above knee,N,14h00,0,"C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf,2017.04.27
151,26-Apr-2017,2017,Invalid,USA,Florida,0,Photo shoot,F,0,Alleged laceration to left ankle,0,0,No shark invovlement - it ws a publicity stunt,"The Sun, 5/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.26-Cavelli.pdf,2017.04.26
152,22-Apr-2017,2017,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,F,40,Calf & foot bitten,N,16h00,0,"Daily Mail, 4/25/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf,2017.04.22
153,20-Apr-2017,2017,Invalid,USA,South Carolina,Georgetown County,Swimming,M,0,Laceration & puncture wounds to left foot,0,08h50,Shark involvement not confirmed,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf,2017.04.20
154,17-Apr-2017,2017,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",0,0,0,Minor bite to the foot,N,Afternoon,0,"Daytona Beach News-Journal, 4/17/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf,2017.04.17.b
155,17-Apr-2017,2017,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,FATAL,Y,16h00,White shark,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf,2017.04.17.a
156,14-Apr-2017,2017,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,Lower right leg severely injured,N,09h00,"Tiger shark, 12'","Hawaii News Now, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf,2017.04.14
157,13-Apr-2017,2017,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Lacerations to right foot,N,13h30,0,"News4Jax, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf,2017.04.13
158,12-Apr-2017,2017,Unprovoked,USA,Florida,St. Augustine,Surfing,F,0,Lacerations to right foot,N,13h45,0,"The Surf Station, 4/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf,2017.04.12.b
159,12-Apr-2017,2017,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,M,68,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",0,0,Shark involvement prior to death not confirmed,"E. Ritter, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Mairhuber.pdf,2017.04.12.a
160,11-Apr-2017,2017,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,N,16h00,0,"WFTV, 4/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf ,2017.04.11
161,10-Apr-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10,Laceration to calf,N,17h45,0,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf,2017.04.10.b
162,10-Apr-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,N,17h00,0,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf,2017.04.10.a
163,06-Apr-2017,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,Foot injured,N,0,0,"Bradenton Herald, 4/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf,2017.04.06
164,05-Apr-2017,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",N,13h00,0,"AJC, 4/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.05-NSB.pdf,2017.04.05
165,02-Apr-2017,2017,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Kakaying,M,39,"No injury, shark bit off stern of kayak",N,Afternoon,0,"Philly.com, 4/3/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf,2017.04.02.b
166,02-Apr-2017,2017,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,N,15h00,"Bull shark, 5' to 7'",Okaloosa County Sheriff's Office,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.a-Taylor.pdf,2017.04.02.a
167,27-Mar-2017,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,N,10h00,0,"Orlando Sentinel, 3/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.27-NSB.pdf,2017.03.27
168,19-Mar-2017,2017,Unprovoked,AUSTRALIA,New South Wales,The Farm,Body boarding,M,30,Minor,N,18h30,0,"Illawarra Mercury, 1/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.19-Fernandez.pdf,2017.03.19
169,18-Mar-2017,2017,Boat,USA,California,Monterey Bay,Kayaking,M,0,"No injury, kayak bitten",N,14h30,White shark,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.18-Correira.pdf,2017.03.18
170,11-Mar-2017,2017,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,M,25,Right thigh injured ,N,0,10' shark,"ABS-CBN, 3/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.11-Reintegrado.pdf,2017.03.11
171,Reported 09-Mar-2017,2017,Unprovoked,BAHAMAS,Great Exuma,0,Washing hands,M,58,Abrasions & lacerations to left leg and hand,N,0,Lemon shark,"Kent Live, 3/9/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.09-Keywood.pdf,2017.03.09
172,25-Feb-2017,2017,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,F,0,Hand bitten,N,Morning,"Bull shark, 1.5","Perth Now, 2/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf,2017.02.25
173,24-Feb-2017,2017,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,0,"No injury, shark struck board",N,Morning,0,"Perth Now, 2/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.24-Mandurah,2017.02.24
174,21-Feb-2017,2017,Unprovoked,REUNION,Saint-Andre,0,Body boarding,M,26,Fatal,Y,09h30,0,"Surfline, 2/21/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.21-Naussance.pdf,2017.02.21
175,17-Feb-2017,2017,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,26,Left leg severely bitten,N,10h20,0,"Courier Mail, 2/18/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.17-Dickson.pdf,2017.02.17
176,11-Feb-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,13h30,0,"Florida Today, 2/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.11-MelbourneBeach.pdf,2017.02.11
177,06-Feb-2017,2017,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,0,"Minor injury to finger, PROVOKED INCIDENT",N,Afternoon,Lemon shark pup,"O Popular, 2/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.b-Brazil.pdf,2017.02.06.b
